AttemptedThrowTD,BodyKicksAbsorbed,BodyLockDefends,BodyLockTakedownAttempts,BodyLockTakedownFail,BodyLockTakedownSuccess,BulldogAttempt,BulldogLoss,BulldogWin,CalfSlicerAttempts,CalfSlicerLosses,CalfSlicerWins,ClinchStrikeHiMake,ClinchStrikeHiMiss,ClinchStrikeLoMake,ClinchStrikeLoMiss,CrossesAbsorbed,DoubleLegDefends,DoubleLegTakedownAttempts,DoubleLegTakedownFail,DoubleLegTakedownSuccess,EzekielAttempt,EzekielLoss,EzekielWin,FailedThrowTD,FighterGrade,FighterMomentum,FightsTracked,GogoplataAttempts,GogoplataLosses,GogoplataWins,GroundStrikeHiMake,GroundStrikeHiMiss,GroundStrikeLoMake,GroundStrikeLoMiss,HeadKicksAbsorbed,HooksAbsorbed,JabsAbsorbed,KneebarAttempt,KneebarLoss,KneebarWin,LeftBodyKickMake,LeftBodyKickMiss,LeftElbowMake,LeftElbowMiss,LeftHighKickMake,LeftHighKickMiss,LeftHookHiMake,LeftHookHiMiss,LeftHookLoMake,LeftHookLoMiss,LeftJabHiMake,LeftJabHiMiss,LeftJabLoMake,LeftJabLoMiss,LeftLegKickMake,LeftLegKickMiss,LeftOverhandMake,LeftOverhandMiss,LeftSpinBackFistMake,LeftSpinBackFistMiss,LeftStraightHiMake,LeftStraightHiMiss,LeftStraightLoMake,LeftStraightLoMiss,LeftUppercutHiMake,LeftUppercutHiMiss,LeftUppercutLoMake,LeftUppercutLoMiss,LegKicksAbsorbed,LeglockAttempt,LeglockLoss,LeglockWin,LossesInThe4thRd,LossesInThe5thRd,LossesInTitleFights,MinutesTracked,NeckCrankAttempt,NumberOfKnockDowns,NumberOfStuns,OmoplataAttempt,OmoplataAttempts,OmoplataLoss,OmoplataLosses,OmoplataWin,OmoplataWins,OtherSubAttempt,OtherSubLoss,OtherSubWin,OverhandsAbsorbed,RightBodyKickMake,RightBodyKickMiss,RightElbowMake,RightElbowMiss,RightHighKickMake,RightHighKickMiss,RightHookHiMake,RightHookHiMiss,RightHookLoMake,RightHookLoMiss,RightJabHiMake,RightJabHiMiss,RightJabLoMake,RightJabLoMiss,RightLegKickMake,RightLegKickMiss,RightOverhandMake,RightOverhandMiss,RightSpinBackFistMake,RightSpinBackFistMiss,RightStraightHiMake,RightStraightHiMiss,RightStraightLoMake,RightStraightLoMiss,RightUppercutHiMake,RightUppercutHiMiss,RightUppercutLoMake,RightUppercutLoMiss,RoundsTracked,SUBRNCAttempt,SUBRNCLoss,SUBRNCWin,SingleLegDefends,SingleLegTakedownAttempts,SingleLegTakedownFail,SingleLegTakedownSuccess,StraightsAbsorbed,SubArmTriangleAttempt,SubArmTriangleLoss,SubArmTriangleWin,SubAttempts,SubDarceAttempt,SubDarceLoss,SubDarceWin,SubGuillotineAttempt,SubGuillotineLoss,SubGuillotineWin,SubHeelHookAttempt,SubHeelHookLoss,SubHeelHookWin,SubKimuraAttempt,SubKimuraLoss,SubKimuraWin,SubNeckCrankAttempt,SubNeckCrankWin,SubStraightArmLockAttempt,SubStraightArmLockLoss,SubStraightArmLockWin,SubSulovStretchAttempt,SubSulovStretchLoss,SubSulovStretchWin,SubTriangleArmbarAttempt,SubTriangleArmbarLoss,SubTriangleArmbarWin,SubTriangleAttempt,SubTriangleLoss,SubTriangleWin,SubmissionDefenseGrade,SubmissionGrade,SuccessfulThrowTD,ThrowDefends,TimesBodyLocked,TimesDoubleLegged,TimesKnockedDown,TimesSingleLegged,TimesStunned,TimesThrown,TimesTripped,TotalBodyKicksMade,TotalBodyKicksMissed,TotalBodyKicksThrown,TotalClinchStrikesMade,TotalClinchStrikesMissed,TotalClinchStrikesThrown,TotalElbowsMade,TotalElbowsMissed,TotalElbowsThrown,TotalGroundStrikesMade,TotalGroundStrikesMissed,TotalGroundStrikesThrown,TotalHighKicksMade,TotalHighKicksMissed,TotalHighKicksThrown,TotalHooksMade,TotalHooksMissed,TotalHooksThrown,TotalJabsMade,TotalJabsMissed,TotalJabsThrown,TotalKicksLanded,TotalKicksThrown,TotalLegKicksMade,TotalLegKicksMissed,TotalLegKicksThrown,TotalOverhandsMade,TotalOverhandsMissed,TotalOverhandsThrown,TotalPunchesLanded,TotalPunchesThrown,TotalSpinBackFistsMade,TotalSpinBackFistsMissed,TotalSpinBackFistsThrown,TotalStraightsMade,TotalStraightsMissed,TotalStraightsThrown,TotalStrikesLanded,TotalUppercutsMade,TotalUppercutsMissed,TotalUppercutsThrown,TripDefends,TripTakedownAttempts,TripTakedownFail,TripTakedownSuccess,TwisterAttempts,TwisterLosses,TwisterWins,UppercutsAbsorbed,VonFlueAttempt,VonFlueLoss,VonFlueWin,WinsInThe4thRd,WinsInThe5thRd,WinsInTitleFights,_id
0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,79,5,2,0,0,0,16,2,3,0,0,3,10,0,0,0,0,0,0,0,0,0,3,7,1,0,6,11,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,2,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,3,1,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,4,0,4,0,0,0,19,2,21,0,0,0,8,10,18,7,12,19,4,6,3,1,4,3,0,3,25,49,0,0,0,0,1,1,49,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639905194b6c9852d4eb118f
0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,82,20,4,0,0,0,64,40,2,0,2,24,28,0,0,0,14,8,1,0,6,7,12,22,1,0,9,35,0,1,20,18,1,6,1,2,5,7,0,0,0,0,0,0,12,1,0,0,0,0,0,42,1,2,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,6,20,1,0,6,3,0,0,16,14,2,5,0,1,25,32,1,1,0,0,0,0,9,2,0,0,0,8,6,2,5,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,9,24,0,2,2,2,0,2,66,40,106,6,7,13,20,42,62,15,39,54,57,105,36,32,68,3,11,14,78,216,1,3,4,31,40,71,210,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,639906469c4ebe9850a17318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,0,0,11,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,12,9,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,13,3,16,0,0,0,2,5,7,12,9,21,1,3,0,2,2,0,0,0,31,58,0,0,0,3,7,10,33,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639906b016540227e70792ae
0,49,0,0,0,0,0,0,0,0,0,0,47,6,52,6,0,9,3,1,2,0,0,0,0,86,12,9,0,0,0,88,19,61,11,13,24,64,0,0,0,34,11,0,0,13,18,55,67,8,6,89,131,18,9,42,14,2,0,1,1,11,7,0,1,7,11,6,3,78,0,0,0,0,0,2,145,0,3,5,0,0,0,0,0,0,0,0,0,7,5,3,5,0,1,3,22,18,1,5,3,9,0,0,62,20,8,4,0,0,45,40,0,1,10,10,2,1,29,0,1,0,8,1,1,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,1,39,14,53,99,12,111,5,0,5,149,30,179,14,21,35,86,96,182,114,147,261,157,226,104,34,138,10,4,14,537,899,1,1,2,56,49,105,666,25,25,50,0,0,0,0,0,0,0,4,0,0,0,0,0,2,639906a5c11cff8dfa6e3fe0
0,8,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,73,0,3,0,0,0,13,22,6,1,4,21,13,0,0,0,2,3,1,2,1,0,10,24,0,0,24,107,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,14,12,2,1,0,3,13,19,1,0,0,0,0,0,10,4,2,3,0,1,18,20,1,0,1,3,1,0,10,0,0,0,2,2,2,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,16,15,31,1,1,2,3,3,6,19,23,42,1,3,4,24,43,67,24,107,131,31,53,14,4,18,3,3,6,74,247,0,1,1,20,20,40,132,2,3,5,0,1,0,1,0,0,0,12,0,0,0,0,0,0,6399040687467d550722dd75
0,17,1,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,3,3,0,0,0,0,0,78,10,5,0,0,0,70,39,28,5,0,19,22,0,0,0,8,10,0,0,4,3,10,20,0,0,25,120,4,0,15,12,0,1,0,0,1,0,0,0,0,3,0,0,49,0,0,0,0,0,0,60,0,2,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,2,11,23,0,0,1,0,0,1,26,10,1,3,0,0,6,39,1,1,4,5,0,0,13,0,0,0,2,6,3,3,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,20,28,7,8,15,0,0,0,98,44,142,4,5,9,21,43,64,30,121,151,53,100,41,22,63,1,4,5,112,338,0,0,0,8,40,48,250,4,8,12,0,3,2,1,0,0,0,6,0,0,0,0,0,0,639903b210671ce8e62cc8db
0,6,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,1,3,1,2,0,0,0,0,69,0,1,0,0,0,21,4,8,0,0,6,9,0,0,0,0,0,0,0,0,1,1,7,0,0,0,13,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,2,8,0,0,2,3,1,0,1,0,3,5,0,0,10,9,0,1,0,0,2,0,3,0,0,0,2,4,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,5,0,5,0,0,0,29,4,33,0,2,2,3,15,18,3,17,20,3,6,2,0,2,4,5,9,57,108,0,0,0,10,10,20,68,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,639904da161ed2233d84e318
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,2,3,0,0,0,7,0,0,0,0,3,0,0,0,0,1,1,5,0,0,0,0,0,0,3,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,3,5,0,1,1,1,12,13,0,10,10,6,7,3,0,3,0,0,0,5,39,0,0,0,2,9,11,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,639905ea4c59f9cf98454073
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,68,0,1,0,0,0,2,1,0,0,0,11,7,0,0,0,0,0,0,0,0,3,9,17,0,0,6,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,10,3,1,6,0,0,3,15,1,1,0,2,0,0,3,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,7,7,9,25,34,6,7,13,11,22,11,4,15,1,6,7,23,80,0,0,0,4,16,20,38,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,639905f35f341241314b82cb
0,20,0,2,0,2,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,0,0,0,73,0,5,0,0,0,16,12,5,1,0,41,45,0,0,0,4,1,15,3,3,9,16,16,0,0,1,1,0,0,17,1,3,4,0,0,50,22,3,1,11,3,2,0,49,0,0,0,0,0,0,77,0,2,3,0,0,0,0,0,0,0,1,0,22,5,1,5,0,0,1,11,8,0,0,69,150,4,0,15,1,0,0,0,0,1,0,0,0,6,3,0,0,16,0,1,0,9,2,0,2,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,3,2,0,1,9,2,11,10,0,10,20,3,23,21,13,34,3,10,13,27,24,51,74,151,225,44,58,32,2,34,3,4,7,197,408,0,0,0,54,23,77,291,19,6,25,1,0,0,0,0,0,0,16,0,0,0,0,0,0,639905fcb6333082fe1eab7d
0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,89,12,1,0,0,0,43,23,3,1,0,20,5,0,0,0,1,0,2,2,0,0,10,10,3,0,14,34,0,1,0,0,0,0,0,1,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,24,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,5,8,1,0,1,25,0,0,2,0,0,0,0,0,3,4,0,0,3,5,0,0,5,1,0,1,7,0,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,2,0,2,3,0,3,3,3,6,46,24,70,0,2,2,19,18,37,15,60,75,4,6,2,0,2,0,0,0,52,145,0,1,1,12,9,21,117,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,639906cf1e343d431531b7bc
0,18,0,5,0,5,0,0,0,0,0,0,21,28,17,14,0,4,5,2,3,0,0,0,0,75,10,8,0,0,0,195,127,33,18,4,30,28,0,0,0,1,1,0,0,0,5,37,74,6,3,52,85,0,1,9,0,0,3,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,110,0,0,2,0,0,0,0,0,0,0,0,0,1,5,8,0,0,2,5,24,49,22,12,0,0,0,1,43,11,0,12,0,0,12,24,6,13,5,3,0,1,22,0,1,0,5,8,7,1,16,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,6,6,9,15,38,42,80,0,0,0,228,145,373,2,10,12,89,138,227,52,87,139,60,90,52,11,63,0,15,15,427,891,0,0,0,19,37,56,508,5,4,9,1,1,1,0,0,0,0,7,0,0,0,0,0,0,639906b8c76f4beac1c58e33
0,0,1,3,1,2,0,0,0,0,0,0,4,3,1,0,0,1,0,0,0,0,0,0,0,77,0,3,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,1,6,19,0,1,5,25,2,5,6,3,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,23,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,5,7,1,3,0,0,3,13,0,0,0,4,0,0,5,0,2,0,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,2,1,3,5,3,8,0,0,0,0,0,0,0,1,1,6,26,32,7,30,37,13,25,11,10,21,1,4,5,22,102,0,0,0,3,13,16,36,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,639906c5114af88c1aa676ce
0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,3,1,2,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,6,11,0,0,0,2,1,3,0,0,0,1,7,0,1,0,1,0,0,10,3,1,4,0,0,4,2,1,0,1,1,3,1,20,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,6,1,0,9,43,0,2,4,0,1,2,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,3,7,0,7,5,0,5,0,0,0,0,0,0,3,14,17,9,46,55,16,20,14,3,17,2,6,8,34,104,0,0,0,5,2,7,73,8,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,639906eeb3624024773d2f12
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,35,21,0,0,0,1,1,0,0,0,1,0,1,0,0,2,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,3,0,3,0,0,0,0,0,0,2,2,0,1,1,0,3,6,0,0,0,0,0,0,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,1,1,2,0,0,0,0,4,4,0,4,4,2,36,38,8,19,3,2,5,0,1,1,5,52,1,0,1,3,6,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63990700df0bfe090b1f5ed0
0,41,1,4,1,3,0,0,0,0,0,0,14,3,15,8,0,4,4,3,1,0,0,0,0,92,12,11,0,0,0,160,83,30,10,2,35,23,0,0,0,48,25,1,0,12,13,25,47,1,1,11,30,1,1,14,3,3,3,0,0,32,28,8,2,0,3,0,0,76,0,0,0,0,0,1,157,0,6,2,0,0,0,0,0,0,0,0,0,4,4,4,1,0,1,3,49,109,1,1,41,74,3,5,29,12,0,4,0,0,3,10,0,0,9,12,1,0,30,0,0,0,7,9,7,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,0,2,52,29,81,29,11,40,2,0,2,190,93,283,13,16,29,76,158,234,56,110,166,108,168,43,15,58,3,7,10,382,775,0,0,0,43,40,83,605,10,15,25,0,2,0,2,0,0,0,5,0,0,0,0,0,1,6399071a961bc0fe216266e0
0,34,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,1,0,0,0,0,73,0,4,0,0,0,0,0,0,0,2,38,43,0,0,0,1,0,0,0,0,1,29,64,1,1,87,258,6,7,1,0,2,8,0,0,0,3,0,0,1,0,0,0,61,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,6,10,40,0,2,0,1,0,0,39,8,3,16,0,1,27,74,1,4,0,0,0,0,10,0,0,0,0,5,4,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,3,1,2,3,0,0,0,0,0,0,1,7,8,40,107,147,93,266,359,44,59,40,8,48,5,24,29,168,648,0,1,1,28,81,109,213,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,639907d91e4fc8052fc27c87
0,9,3,0,0,0,0,0,0,0,0,0,18,7,1,2,0,4,1,0,1,0,0,0,0,81,0,4,0,0,0,36,27,1,0,1,51,51,0,0,0,10,3,3,1,0,3,17,28,1,0,22,55,1,2,13,5,1,2,0,0,7,4,0,0,0,1,1,0,2,0,0,0,0,0,2,66,0,1,1,0,0,0,0,0,0,0,0,0,4,24,8,3,1,0,7,11,30,0,1,3,13,0,0,31,12,7,12,0,1,9,15,2,0,0,0,0,0,14,0,0,0,15,2,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,3,3,1,0,34,11,45,19,9,28,6,2,8,37,27,64,0,10,10,29,59,88,26,70,96,78,116,44,17,61,8,14,22,107,281,0,1,1,18,19,37,257,1,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,639906e5b54ac01ff082cb77
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,1,0,0,0,0,0,0,0,0,9,25,0,0,0,9,6,0,0,0,0,11,25,0,4,12,28,1,4,4,3,0,2,0,0,2,1,0,0,1,0,0,0,11,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,1,12,1,1,1,1,0,0,7,2,4,9,0,0,6,10,0,1,0,1,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6,22,0,0,0,0,0,0,0,0,0,1,0,1,13,42,55,14,33,47,28,39,11,5,16,4,11,15,40,139,0,0,0,8,12,20,72,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63990760283a03698dd70dd5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,0,0,22,56,0,0,0,10,8,0,0,0,3,4,11,0,0,13,63,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1,6,20,0,1,0,0,0,0,27,6,3,11,0,0,4,11,3,2,0,4,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24,0,0,0,0,0,0,0,0,0,0,4,4,10,32,42,13,64,77,52,74,37,9,46,3,11,14,33,157,0,0,0,7,13,20,85,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639907693f5c7c55beeb74b2
0,10,0,0,0,0,0,0,0,0,0,0,20,13,4,6,0,2,1,1,0,0,0,0,0,82,5,2,0,0,0,0,0,1,0,1,28,29,0,0,0,1,1,0,0,0,1,7,28,3,1,8,33,0,0,7,5,0,3,0,0,0,5,0,1,2,3,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,10,3,32,0,1,0,9,0,0,22,8,0,7,0,0,3,14,0,0,0,0,0,0,6,0,0,0,2,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,3,5,24,19,43,1,0,1,1,0,1,0,11,11,13,62,75,8,42,50,31,58,29,13,42,0,10,10,50,198,0,0,0,3,20,23,93,2,3,5,2,0,0,0,0,0,0,3,0,0,0,0,0,0,639907f12850d6d54a0c1eea
0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,82,0,1,0,0,0,10,4,0,1,0,11,2,1,0,0,3,0,0,0,1,2,3,8,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,2,3,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,3,0,3,3,1,4,0,0,0,10,5,15,1,2,3,5,8,13,2,10,12,7,9,3,0,3,0,1,1,20,46,0,1,1,0,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639907f816708f66ff3ef371
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,25,6,2,0,0,3,8,0,0,0,2,0,0,0,0,0,3,5,0,1,8,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,3,1,0,0,1,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0,27,6,33,0,0,0,4,9,13,8,18,26,4,4,2,0,2,0,0,0,42,81,0,0,0,2,5,7,47,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,639906d7ee557a40dab57094
0,10,0,1,0,1,0,0,0,0,0,0,17,18,8,1,0,0,1,1,0,0,0,0,0,72,20,4,0,0,0,18,5,2,0,2,20,8,0,0,0,9,9,0,0,6,7,19,28,0,0,7,29,0,2,9,4,0,1,0,0,1,3,0,0,0,0,0,0,19,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,1,15,21,0,1,2,0,0,0,11,7,1,3,0,0,5,13,0,0,3,5,0,0,7,4,0,2,2,2,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,0,1,9,11,20,25,19,44,0,0,0,20,5,25,11,8,19,34,50,84,9,31,40,40,70,20,11,31,1,4,5,96,224,0,0,0,6,16,22,140,3,5,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6399077edb1837921369539d
