AttemptedThrowTD,BodyKicksAbsorbed,BodyLockDefends,BodyLockTakedownAttempts,BodyLockTakedownFail,BodyLockTakedownSuccess,BulldogAttempt,BulldogLoss,BulldogWin,CalfSlicerAttempts,CalfSlicerLosses,CalfSlicerWins,ClinchStrikeHiMake,ClinchStrikeHiMiss,ClinchStrikeLoMake,ClinchStrikeLoMiss,CrossesAbsorbed,DoubleLegDefends,DoubleLegTakedownAttempts,DoubleLegTakedownFail,DoubleLegTakedownSuccess,EzekielAttempt,EzekielLoss,EzekielWin,FailedThrowTD,FighterGrade,FighterMomentum,FightsTracked,GogoplataAttempts,GogoplataLosses,GogoplataWins,GroundStrikeHiMake,GroundStrikeHiMiss,GroundStrikeLoMake,GroundStrikeLoMiss,HeadKicksAbsorbed,HooksAbsorbed,JabsAbsorbed,KneebarAttempt,KneebarLoss,KneebarWin,LeftBodyKickMake,LeftBodyKickMiss,LeftElbowMake,LeftElbowMiss,LeftHighKickMake,LeftHighKickMiss,LeftHookHiMake,LeftHookHiMiss,LeftHookLoMake,LeftHookLoMiss,LeftJabHiMake,LeftJabHiMiss,LeftJabLoMake,LeftJabLoMiss,LeftLegKickMake,LeftLegKickMiss,LeftOverhandMake,LeftOverhandMiss,LeftSpinBackFistMake,LeftSpinBackFistMiss,LeftStraightHiMake,LeftStraightHiMiss,LeftStraightLoMake,LeftStraightLoMiss,LeftUppercutHiMake,LeftUppercutHiMiss,LeftUppercutLoMake,LeftUppercutLoMiss,LegKicksAbsorbed,LeglockAttempt,LeglockLoss,LeglockWin,LossesInThe4thRd,LossesInThe5thRd,LossesInTitleFights,MinutesTracked,NeckCrankAttempt,NumberOfKnockDowns,NumberOfStuns,OmoplataAttempt,OmoplataAttempts,OmoplataLoss,OmoplataLosses,OmoplataWin,OmoplataWins,OtherSubAttempt,OtherSubLoss,OtherSubWin,OverhandsAbsorbed,RightBodyKickMake,RightBodyKickMiss,RightElbowMake,RightElbowMiss,RightHighKickMake,RightHighKickMiss,RightHookHiMake,RightHookHiMiss,RightHookLoMake,RightHookLoMiss,RightJabHiMake,RightJabHiMiss,RightJabLoMake,RightJabLoMiss,RightLegKickMake,RightLegKickMiss,RightOverhandMake,RightOverhandMiss,RightSpinBackFistMake,RightSpinBackFistMiss,RightStraightHiMake,RightStraightHiMiss,RightStraightLoMake,RightStraightLoMiss,RightUppercutHiMake,RightUppercutHiMiss,RightUppercutLoMake,RightUppercutLoMiss,RoundsTracked,SUBRNCAttempt,SUBRNCLoss,SUBRNCWin,SingleLegDefends,SingleLegTakedownAttempts,SingleLegTakedownFail,SingleLegTakedownSuccess,StraightsAbsorbed,SubArmTriangleAttempt,SubArmTriangleLoss,SubArmTriangleWin,SubAttempts,SubDarceAttempt,SubDarceLoss,SubDarceWin,SubGuillotineAttempt,SubGuillotineLoss,SubGuillotineWin,SubHeelHookAttempt,SubHeelHookLoss,SubHeelHookWin,SubKimuraAttempt,SubKimuraLoss,SubKimuraWin,SubNeckCrankAttempt,SubNeckCrankWin,SubStraightArmLockAttempt,SubStraightArmLockLoss,SubStraightArmLockWin,SubSulovStretchAttempt,SubSulovStretchLoss,SubSulovStretchWin,SubTriangleArmbarAttempt,SubTriangleArmbarLoss,SubTriangleArmbarWin,SubTriangleAttempt,SubTriangleLoss,SubTriangleWin,SubmissionDefenseGrade,SubmissionGrade,SuccessfulThrowTD,ThrowDefends,TimesBodyLocked,TimesDoubleLegged,TimesKnockedDown,TimesSingleLegged,TimesStunned,TimesThrown,TimesTripped,TotalBodyKicksMade,TotalBodyKicksMissed,TotalBodyKicksThrown,TotalClinchStrikesMade,TotalClinchStrikesMissed,TotalClinchStrikesThrown,TotalElbowsMade,TotalElbowsMissed,TotalElbowsThrown,TotalGroundStrikesMade,TotalGroundStrikesMissed,TotalGroundStrikesThrown,TotalHighKicksMade,TotalHighKicksMissed,TotalHighKicksThrown,TotalHooksMade,TotalHooksMissed,TotalHooksThrown,TotalJabsMade,TotalJabsMissed,TotalJabsThrown,TotalKicksLanded,TotalKicksThrown,TotalLegKicksMade,TotalLegKicksMissed,TotalLegKicksThrown,TotalOverhandsMade,TotalOverhandsMissed,TotalOverhandsThrown,TotalPunchesLanded,TotalPunchesThrown,TotalSpinBackFistsMade,TotalSpinBackFistsMissed,TotalSpinBackFistsThrown,TotalStraightsMade,TotalStraightsMissed,TotalStraightsThrown,TotalStrikesLanded,TotalUppercutsMade,TotalUppercutsMissed,TotalUppercutsThrown,TripDefends,TripTakedownAttempts,TripTakedownFail,TripTakedownSuccess,TwisterAttempts,TwisterLosses,TwisterWins,UppercutsAbsorbed,VonFlueAttempt,VonFlueLoss,VonFlueWin,WinsInThe4thRd,WinsInThe5thRd,WinsInTitleFights,_id
0,4,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,1,2,2,0,0,0,0,0,81,0,1,0,0,0,11,4,3,0,2,13,33,0,0,0,1,2,0,0,0,0,6,15,1,0,0,0,0,0,16,9,1,4,0,0,3,6,0,0,1,4,0,0,6,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,7,10,3,1,16,44,0,1,2,2,0,0,0,0,1,0,0,0,0,3,2,0,5,0,0,0,2,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,6,8,11,5,16,2,0,2,14,4,18,0,1,1,17,26,43,16,45,61,20,38,18,11,29,1,4,5,52,145,0,0,0,4,6,10,100,3,7,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63b20648f82e735b54aff989
0,4,1,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,12,4,0,0,0,21,5,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,1,2,0,3,2,0,0,10,8,0,0,0,0,0,0,19,1,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,0,14,31,0,1,14,35,3,5,4,5,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,5,7,20,6,26,2,0,2,12,4,16,0,0,0,18,37,55,17,45,62,8,18,6,5,11,3,3,6,69,168,0,0,0,11,8,19,112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63b25dbfb5274d4ea9080c72
1,7,0,3,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,81,0,3,0,0,0,5,3,0,0,1,23,15,0,0,0,11,0,0,0,1,1,4,12,0,1,2,11,1,0,4,0,1,0,0,0,8,6,5,0,0,0,0,0,17,0,0,0,0,0,1,54,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,4,4,1,3,16,10,0,1,23,72,1,1,28,7,0,1,0,0,1,3,0,0,2,0,0,0,11,0,0,0,0,10,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,19,2,0,2,4,4,8,5,3,8,2,4,6,20,24,44,27,84,111,52,64,32,7,39,1,1,2,66,184,0,0,0,14,9,23,142,2,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,63b3153f260c74c15a5b2405
1,3,2,2,2,0,0,0,0,0,0,0,17,7,4,0,0,0,0,0,0,0,0,0,1,87,10,4,0,0,0,46,30,0,0,1,39,41,0,0,0,15,2,0,1,3,7,17,53,1,0,23,37,0,0,17,3,0,2,0,2,2,6,0,0,0,2,0,0,29,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,6,3,6,20,21,33,0,1,13,28,0,0,50,15,2,2,0,4,11,28,0,0,1,2,0,0,10,0,0,0,4,2,1,1,21,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,25,9,34,21,7,28,6,4,10,46,30,76,9,27,36,39,87,126,36,65,101,101,155,67,18,85,2,4,6,112,319,0,6,6,13,34,47,277,1,4,5,1,2,2,0,0,0,0,1,0,0,0,0,0,0,63b31599e13e220536b7615f
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,3,1,0,0,2,19,25,0,0,0,1,0,0,0,0,0,11,35,1,0,10,36,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,32,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,1,0,2,8,12,1,0,0,1,0,0,13,2,0,0,0,0,7,14,1,0,2,2,1,0,5,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,7,2,9,0,0,0,0,1,1,3,1,4,0,2,2,21,47,68,11,39,50,20,26,13,2,15,0,0,0,45,148,0,0,0,10,14,24,68,3,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63b321355b641d743276287c
0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,84,10,2,0,0,0,2,0,0,0,0,15,7,0,0,0,8,2,0,2,2,25,24,17,8,1,0,1,0,0,7,4,1,0,0,0,26,16,4,4,6,8,5,3,18,0,0,0,0,0,0,30,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,2,6,19,0,0,27,60,4,5,19,10,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,1,1,2,1,5,6,2,0,2,3,27,30,38,37,75,31,66,97,37,80,26,14,40,1,0,1,112,248,0,0,0,30,20,50,154,11,12,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,63b5f8602950913d312cb60d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,14,10,0,0,0,1,1,0,0,0,2,3,10,0,1,0,28,0,0,15,13,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,15,1,8,0,1,0,0,3,0,0,0,0,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,8,8,3,19,22,0,28,28,17,42,15,13,28,0,3,3,8,84,0,0,0,5,24,29,25,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,63b5f8cb4d51309913389f84
0,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,77,0,2,0,0,0,19,21,17,3,3,5,6,0,0,0,0,0,0,1,0,0,0,7,0,0,2,15,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,10,1,0,0,1,0,0,3,2,0,1,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,3,0,2,2,36,24,60,0,0,0,5,17,22,2,16,18,5,9,5,4,9,0,1,1,9,49,0,0,0,0,2,2,56,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63b60de78d3fff9869c655c7
0,33,2,0,0,0,0,0,0,0,0,0,9,1,1,0,0,2,2,1,1,0,0,0,0,85,1,6,0,0,0,36,12,2,0,6,158,138,0,0,0,1,6,1,1,2,12,48,113,19,8,183,486,15,15,30,21,0,0,0,0,7,15,0,2,4,11,8,3,207,0,0,0,0,0,3,150,0,2,7,0,0,0,0,0,0,0,0,0,5,25,19,22,5,6,12,43,103,54,21,14,48,3,5,75,44,0,2,0,3,74,112,18,12,18,20,1,1,30,0,0,0,28,2,2,0,31,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,26,25,51,10,1,11,23,6,29,38,12,50,8,24,32,164,245,409,215,554,769,139,253,105,65,170,0,2,2,519,1500,0,3,3,99,141,240,784,31,35,66,2,1,1,0,0,0,0,4,0,0,0,0,0,1,63b62924d82bd179d48a6e0a
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,8,1,2,1,1,16,14,0,0,0,1,1,0,0,0,5,2,1,1,0,2,1,0,0,6,0,3,3,0,0,4,5,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,2,0,0,0,0,0,0,10,2,12,0,5,5,7,6,13,3,20,23,7,13,6,0,6,4,3,7,21,56,0,0,0,6,6,12,38,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63b71f31ea7edc23db855a64
0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,3,24,21,0,0,0,0,0,0,0,0,1,4,26,0,0,6,47,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,8,17,0,1,0,1,0,0,3,1,0,1,0,0,4,11,0,1,0,1,0,0,3,0,0,0,0,2,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,4,1,2,3,1,1,2,0,0,0,0,1,1,12,44,56,7,48,55,5,9,3,1,4,1,1,2,25,134,0,0,0,4,13,17,32,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,63b73aff64560906a2746f76
0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,0,0,65,0,1,0,0,0,2,1,0,0,1,27,45,0,0,0,4,3,0,1,0,0,12,22,3,0,11,86,0,2,4,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,15,39,1,1,0,1,0,0,14,2,0,1,0,2,3,21,3,1,0,2,0,0,5,0,0,0,0,16,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,16,1,1,2,0,1,1,2,1,3,0,4,4,31,62,93,11,89,100,26,42,18,4,22,0,1,1,50,231,1,3,4,6,22,28,93,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,63b8dea1872073dc6f36ebe2
0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,93,20,5,0,0,0,1,1,0,0,4,27,43,0,0,0,1,4,0,0,0,5,33,67,7,2,50,80,1,0,97,38,1,1,0,0,0,1,0,0,0,1,1,0,43,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,1,32,48,5,4,0,0,0,0,29,8,2,5,0,1,5,19,3,3,1,3,0,0,23,0,0,0,0,10,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,4,9,2,0,2,3,0,3,1,1,2,1,6,7,77,121,198,51,80,131,132,188,126,46,172,3,6,9,143,378,0,1,1,8,23,31,280,2,4,6,0,4,1,3,0,0,0,8,0,0,0,0,0,4,63b9ea60d87b730d075780e9
0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,2,77,90,0,0,0,0,0,5,5,0,0,11,29,0,0,44,68,6,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,7,28,0,0,0,1,0,0,14,8,1,6,0,1,9,15,0,0,1,4,0,0,5,0,0,0,0,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,9,0,1,1,5,5,10,0,0,0,0,3,3,18,57,75,50,71,121,19,34,14,8,22,1,9,10,80,239,1,1,2,9,15,24,108,1,5,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,63bc71c8b36e7351ba72f867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63bdc31e9d4fe4981071b846
0,16,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,75,0,8,0,0,0,134,13,11,0,2,11,8,0,0,0,8,2,8,5,2,2,2,4,0,0,2,34,0,1,39,9,0,0,2,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,0,16,13,4,24,3,2,10,8,11,0,0,2,14,0,0,12,8,3,10,1,0,1,11,0,0,0,1,0,0,14,0,0,1,3,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,5,1,5,0,0,21,6,27,6,0,6,32,8,40,145,13,158,4,12,16,10,15,25,4,49,53,76,111,51,17,68,3,10,13,28,114,3,0,3,2,11,13,289,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,63c1b4c97330e8098d22b602
0,26,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,86.5,20,7,0,0,0,33,6,0,0,1,23,9,0,0,0,16,7,0,0,1,14,8,19,2,3,3,9,0,0,22,7,0,0,0,0,31,63,14,10,0,0,0,0,42,0,0,0,0,0,0,44,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,51,2,0,35,110,2,1,5,3,1,3,0,0,4,3,0,0,7,5,4,0,13,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,0,1,16,7,23,12,4,16,0,0,0,33,6,39,1,14,15,52,73,125,40,120,160,44,75,27,10,37,1,3,4,165,446,0,0,0,49,76,125,279,11,5,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,63c386ce5972c236db922300
0,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,62,0,1,0,0,0,10,3,0,0,0,7,20,0,0,0,2,0,0,0,0,0,10,10,0,1,2,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,14,0,2,0,0,0,0,5,0,1,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,0,7,3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3,0,1,1,10,3,13,1,0,1,11,27,38,2,5,7,10,12,7,2,9,1,0,1,18,54,0,0,0,2,2,4,39,0,1,1,0,2,1,1,0,0,0,5,0,0,0,0,0,0,63c48758aa2ff6d4a0f7c4a8
0,32,5,7,2,5,0,0,0,0,0,0,7,2,1,0,0,4,1,0,1,0,0,0,0,88,12,8,0,0,0,140,40,17,1,5,90,97,0,0,0,9,6,8,3,11,31,95,148,18,6,169,290,2,8,3,1,4,13,0,0,0,0,0,1,13,18,9,1,74,0,0,0,0,0,2,125,1,3,6,0,0,0,0,0,0,0,0,0,16,1,0,0,2,1,3,11,28,5,2,0,1,0,0,26,4,13,18,1,1,38,87,2,2,2,0,1,1,26,3,0,1,12,3,2,1,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,1,2,10,6,16,8,2,10,8,5,13,157,41,198,12,34,46,129,184,313,171,299,470,51,96,29,5,34,17,31,48,391,1018,1,1,2,40,90,130,629,25,20,45,1,6,1,5,0,0,0,15,0,0,0,0,0,2,63c48b8d0d2c9396b0086ad6
1,0,0,3,2,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,82,0,1,0,0,0,27,5,0,0,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,2,2,0,0,1,4,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,3,0,0,0,0,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,1,4,3,0,3,0,0,0,27,5,32,0,1,1,2,2,4,2,6,8,5,9,2,2,4,0,0,0,7,22,0,1,1,0,4,4,42,0,2,2,0,1,0,1,0,0,0,8,0,0,0,0,0,0,63c48bd84c499859c98fa184
0,6,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,82,0,2,0,0,0,6,2,0,0,7,41,65,0,0,0,2,1,0,0,1,6,9,26,1,1,32,125,2,10,15,9,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,29,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,7,9,0,0,0,1,0,0,18,9,2,10,0,0,12,21,0,1,3,1,0,0,6,0,0,0,1,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,6,1,7,0,1,1,6,2,8,2,7,9,17,36,53,34,136,170,38,64,33,18,51,2,11,13,75,282,0,0,0,13,22,35,119,3,1,4,0,1,0,1,0,0,0,6,0,0,0,0,0,0,63c48c79b129b129ea8ce14e
0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79,5,2,0,0,0,51,9,16,0,1,9,20,0,0,0,0,0,1,0,0,0,9,7,1,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3,0,4,0,0,0,0,0,0,4,0,2,2,1,4,4,2,0,0,1,0,0,0,6,0,0,0,0,8,5,3,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,0,2,67,9,76,0,3,3,10,11,21,7,13,20,5,9,4,0,4,2,2,4,25,57,1,4,5,4,2,6,112,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,63c48d0814515639c8ddb4e7
0,15,0,9,3,6,0,0,0,0,0,0,1,0,1,0,0,2,3,3,0,0,0,0,0,89,20,9,0,0,0,91,13,6,0,4,112,112,0,0,0,20,2,18,10,3,7,45,43,10,1,81,76,9,2,2,3,2,3,0,0,1,1,0,0,5,10,1,0,51,0,0,0,0,0,1,106,0,8,2,0,0,0,0,0,0,0,0,0,27,14,4,39,6,0,3,28,28,11,2,5,7,0,0,35,15,16,22,0,1,28,33,1,1,13,7,3,0,24,4,1,1,7,6,4,2,31,0,0,0,8,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,4,5,0,3,34,6,40,2,0,2,57,16,73,97,13,110,3,10,13,94,74,168,95,85,180,74,108,37,18,55,18,25,43,261,498,0,1,1,30,35,65,511,22,17,39,1,0,0,0,0,0,0,16,0,0,0,0,0,5,63c5e2f7553755b8e0f7ba6f
0,5,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,1,0,0,0,0,0,0,0,71,0,1,0,0,0,11,6,3,0,1,4,4,0,0,0,2,1,0,0,0,5,1,6,1,0,7,7,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,8,0,1,0,0,0,0,17,2,1,1,0,0,4,7,0,1,0,2,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,5,24,5,29,0,0,0,14,6,20,0,7,7,3,15,18,7,8,15,23,33,19,2,21,1,1,2,39,81,0,0,0,4,9,13,77,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63c73fe5d85f7d172a6e638c
0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0,14,24,0,0,0,4,0,0,0,0,0,4,9,1,1,20,34,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,8,8,12,1,0,0,1,0,0,3,1,9,17,0,0,3,10,0,0,1,1,2,0,3,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,1,8,9,14,22,36,20,35,55,11,28,6,3,9,9,17,26,49,136,0,0,0,3,11,14,69,3,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,63c83b768d03ff78cf1d9aff
0,0,1,6,1,5,0,0,0,0,0,0,26,4,6,0,0,1,1,0,1,0,0,0,0,80,10,3,0,0,0,31,4,31,1,1,8,4,0,0,0,0,1,0,0,0,1,1,3,0,0,53,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,3,3,0,0,0,0,0,0,4,1,0,1,0,0,14,11,0,0,1,0,0,0,8,0,0,0,1,3,2,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,5,8,32,4,36,0,0,0,62,5,67,1,1,2,4,6,10,53,52,105,10,17,6,1,7,0,1,1,104,178,0,0,0,14,11,25,200,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,63caf40dc909e451099da033